id,title,latitude,longitude,depth,ocean,record_link,common_name,thumbnail,archetype,species
ld1-1643412988961-1643412995949-0,Gerres cinereus,21.5197,-71.5413,1,Atlantic Ocean,http://n2t.net/ark:/65665/3149f4a54-40de-4598-9fd4-09f21910ab7f,Gerres wrasse,https://collections.nmnh.si.edu/media/?i=10910770,Prey,Reef Fish
ld1-1643414195102-1643414252313-1,Coryphopterus humeralis Randall,-17.5027,-149.925,1.7,Pacific Ocean,http://n2t.net/ark:/65665/3ecc8dbb0-a944-474f-a1ab-662905b565ee,Coryphopterus wrasse,https://collections.nmnh.si.edu/media/?i=11911988,Prey,Reef Fish
ld1-1643412988961-1643412993326-1,Parupeneus insularis Randall & Myers,-21.8717,-138.93,8,Pacific Ocean,http://n2t.net/ark:/65665/32c437607-2b7f-47e7-97e0-37b7483b87bd,Parupeneus perch,https://collections.nmnh.si.edu/media/?i=10332871,Prey,Others
ld1-1643412988961-1643412991211-0,Myrichthys ocellatus,12.0773,-68.8798,3,Atlantic Ocean,http://n2t.net/ark:/65665/3703f7c9c-7ab9-424c-ae95-45bb2466dd60,Myrichthys wrasse,https://collections.nmnh.si.edu/media/?i=10163866,Predator,Reef Fish
ld1-1643412988961-1643412990649-1,Apogonidae,16.75,-22.8733,51,Atlantic Ocean,http://n2t.net/ark:/65665/364f140e7-7510-47f0-9c0b-296e5321641f,Apogonidae dragonet,https://collections.nmnh.si.edu/media/?i=10146174,Prey,Others
ld1-1643412988961-1643412993697-1,Entomacrodus striatus,-21.8506,-138.887,1,Pacific Ocean,http://n2t.net/ark:/65665/30384a937-9f2f-4b73-bbe0-e36fe45ce37a,Entomacrodus dragonet,https://collections.nmnh.si.edu/media/?i=10332912,Others,Others
ld1-1643412988961-1643412991321-1,Acanthemblemaria spinosa,12.0838,-68.8963,2,Atlantic Ocean,http://n2t.net/ark:/65665/34c7f3aed-3937-4b73-aa93-0a0a5d76c27b,Acanthemblemaria perch,https://collections.nmnh.si.edu/media/?i=10164011,Others,Others
ld1-1643412988961-1643412991383-1,Ostraciidae,12.2186,-69.0856,2,Atlantic Ocean,http://n2t.net/ark:/65665/30c4da9a0-db58-4821-a275-6e1a3c3bf956,Ostraciidae fish,https://collections.nmnh.si.edu/media/?i=10164156,Others,Others
ld1-1643414195102-1643414251925-0,Pseudocheilinus octotaenia,-17.4794,-149.764,15,Pacific Ocean,http://n2t.net/ark:/65665/38842cfcb-2eac-4230-82b3-815b8ce9a402,Eight-lined wrasse,https://collections.nmnh.si.edu/media/?i=11911812,Prey,Reef Fish
ld1-1643412988961-1643412991231-0,Starksia starcki Gilbert,12.0663,-68.8597,11,Atlantic Ocean,http://n2t.net/ark:/65665/3a9fbfdd2-1854-45c2-ac19-35bf538db1eb,Starksia blenny,https://collections.nmnh.si.edu/media/?i=10163715,Others,Reef Fish
ld1-1643414195102-1643414252154-1,Genicanthus bellus,-17.4853,-149.859,36,Pacific Ocean,http://n2t.net/ark:/65665/3148e3559-bb45-4a84-8805-fc3b4a0fbe5e,Genicanthus blenny,https://collections.nmnh.si.edu/media/?i=11911990,Others,Reef Fish
ld1-1643412988961-1643412991286-0,Eucinostomus lefroyi,12.0784,-68.8658,1,Atlantic Ocean,http://n2t.net/ark:/65665/32b03ceb7-f4a1-4f85-8116-522eaf34f957,Eucinostomus blenny,https://collections.nmnh.si.edu/media/?i=10164193,Prey,Reef Fish
ld1-1643412988961-1643412992944-0,Ostorhinchus apogonoides,-8.92844,-140.225,30,Pacific Ocean,http://n2t.net/ark:/65665/3d93fed9b-fca3-4cd5-96cc-f2c1b363faf0,Ostorhinchus eel,https://collections.nmnh.si.edu/media/?i=10248891,Prey,Eel-like Fish
ld1-1643412988961-1643412996061-0,Halichoeres bivittatus,11.1964,-60.7961,1,Atlantic Ocean,http://n2t.net/ark:/65665/3174c6fc9-4903-429e-9fba-276cd7b950ea,Halichoeres wrasse,https://collections.nmnh.si.edu/media/?i=10391946,Prey,Reef Fish
ld1-1643414195102-1643414258313-0,Upeneus taeniopterus,-7.4322,72.4286,1,Indian Ocean,http://n2t.net/ark:/65665/3aed8e1af-7092-4444-be34-47bcecdaaac1,Upeneus wrasse,https://collections.nmnh.si.edu/media/?i=5013748,Prey,Reef Fish
ld1-1643414195102-1643414252095-0,Zebrasoma veliferum,-17.4844,-149.913,2,Pacific Ocean,http://n2t.net/ark:/65665/327110591-7ed0-418e-9fc0-7c0513d57cf6,Zebrasoma wrasse,https://collections.nmnh.si.edu/media/?i=11911797,Others,Reef Fish
ld1-1643414195102-1643414263453-0,Kyphosus pacificus,-23.2389,-134.957,1,Pacific Ocean,http://n2t.net/ark:/65665/32f3eff0f-85ec-428a-81e4-0512dd11bb50,Kyphosus snapper,https://collections.nmnh.si.edu/media/?i=10041776,Others,Pelagic Fish
ld1-1643412988961-1643412989903-0,Gillellus uranidea,16.8007,-88.0783,6,Atlantic Ocean,http://n2t.net/ark:/65665/39a6105f9-01f5-4f8f-be39-9933e7acfbf4,Gillellus goby,https://collections.nmnh.si.edu/media/?i=10149445,Others,Reef Fish
ld1-1643412988961-1643412990741-0,Chaunax suttkusi Caruso,15.2342,-23.3567,879,Atlantic Ocean,http://n2t.net/ark:/65665/31078f354-2518-4dac-bcc2-52cb18db6ef2,Chaunax wrasse,https://collections.nmnh.si.edu/media/?i=10146016,Others,Reef Fish
ld1-1643412988961-1643412992700-0,Lutjanus bohar,-8.682,-140.602,23,Pacific Ocean,http://n2t.net/ark:/65665/3cee40677-6253-4dc9-8854-494c604f923d,Two-spot red snapper,https://collections.nmnh.si.edu/media/?i=10251059,Predator,Pelagic Fish
ld1-1643412988961-1643412992755-0,Chaetodon citrinellus,-8.92844,-140.225,30,Pacific Ocean,http://n2t.net/ark:/65665/33cd203dd-b469-4e91-8537-4ef50dbb762b,Chaetodon wrasse,https://collections.nmnh.si.edu/media/?i=10248904,Others,Reef Fish
ld1-1643414195102-1643414263445-0,Caranx ignobilis,-23.2229,-134.975,10,Pacific Ocean,http://n2t.net/ark:/65665/3047e1715-dd18-4442-bbeb-2133e7b946d3,Giant trevally,https://collections.nmnh.si.edu/media/?i=10041575,Predator,Pelagic Fish
ld1-1643412988961-1643412993302-1,Myripristis cf. amaena,-21.8481,-138.809,3,Pacific Ocean,http://n2t.net/ark:/65665/3b98bfcd9-6b15-4976-b631-83e7b343c789,Myripristis goby,https://collections.nmnh.si.edu/media/?i=10332855,Prey,Reef Fish
ld1-1643412988961-1643412990630-1,Serranus atricauda ?,16.0325,-23.045,89,Atlantic Ocean,http://n2t.net/ark:/65665/329fbfebb-4246-4d61-889a-5a14f527d194,Serranus wrasse,https://collections.nmnh.si.edu/media/?i=10146102,Predator,Reef Fish
ld1-1643412988961-1643412990695-1,Diplodus fasciatus,16.75,-22.8733,51,Atlantic Ocean,http://n2t.net/ark:/65665/335d68cc8-2610-415c-b3ab-3cf47ec57b50,Diplodus snapper,https://collections.nmnh.si.edu/media/?i=10146155,Prey,Pelagic Fish
ld1-1643412988961-1643412990726-1,Cephalopholis taeniops,16.0325,-23.045,89,Atlantic Ocean,http://n2t.net/ark:/65665/3aa571fd6-4f16-4f9a-92bc-a3d840003841,Cephalopholis wrasse,https://collections.nmnh.si.edu/media/?i=10146097,Predator,Reef Fish
ld1-1643412988961-1643412992759-0,Priolepis nocturna,-8.682,-140.602,23,Pacific Ocean,http://n2t.net/ark:/65665/3c6d23971-f2d9-464e-8b0b-33629e368d1d,Priolepis dragonet,https://collections.nmnh.si.edu/media/?i=10251057,Prey,Others
ld1-1643412988961-1643412991385-0,Apogon pillionatus ?,12.0832,-68.8991,116,Atlantic Ocean,http://n2t.net/ark:/65665/3b6807958-7053-4206-b7f5-df91d529e2f7,Apogon eel,https://collections.nmnh.si.edu/media/?i=10164236,Prey,Eel-like Fish
ld1-1643412988961-1643412991157-1,Rypticus saponaceus,12.0663,-68.8597,11,Atlantic Ocean,http://n2t.net/ark:/65665/34c2530d3-fe1c-4070-a932-426e28a5507c,Rypticus perch,https://collections.nmnh.si.edu/media/?i=10163685,Predator,Others
ld1-1643414195102-1643414263998-1,Pseudocaranx cf. dentex,-23.021,-134.973,2,Pacific Ocean,http://n2t.net/ark:/65665/3e75ee2a8-d65b-4825-8d4e-05e10ccd1dea,Pseudocaranx blenny,https://collections.nmnh.si.edu/media/?i=10041679,Predator,Reef Fish
ld1-1643414195102-1643414251937-1,Eviota,-17.5027,-149.925,1.7,Pacific Ocean,http://n2t.net/ark:/65665/303c40cd6-01ca-46c8-b652-4f5e15427dc9,Dwarf goby,https://collections.nmnh.si.edu/media/?i=11911930,Prey,Reef Fish
ld1-1643412988961-1643412996028-0,Ctenogobius boleosoma,11.1466,-60.783,1,Atlantic Ocean,http://n2t.net/ark:/65665/37c6cf0ca-5c25-4043-99b5-ab4893138fd3,Ctenogobius fish,https://collections.nmnh.si.edu/media/?i=10392089,Prey,Others
ld1-1643412988961-1643412993264-0,Lachnolaimus maximus,21.4827,-71.517,11,Atlantic Ocean,http://n2t.net/ark:/65665/3f62edd7e-e8ff-4670-88a8-944f2e1a783f,Lachnolaimus snapper,https://collections.nmnh.si.edu/media/?i=10910783,Prey,Pelagic Fish
ld1-1643412988961-1643413020298-0,Gymnothorax javanicus,-16.4943,-154.703,3,Pacific Ocean,http://n2t.net/ark:/65665/3b2f843d7-8534-47b5-83ad-61121e266eb1,Gymnothorax snapper,https://collections.nmnh.si.edu/media/?i=11928231,Predator,Pelagic Fish
ld1-1643412988961-1643412992729-1,Centropyge flavissima,-8.92844,-140.225,30,Pacific Ocean,http://n2t.net/ark:/65665/342a02240-9a7f-403c-832d-8639886cd29e,Centropyge dragonet,https://collections.nmnh.si.edu/media/?i=10248906,Others,Others
ld1-1643414195102-1643414251940-0,Epibulus insidiator,-17.5027,-149.925,1.7,Pacific Ocean,http://n2t.net/ark:/65665/331dbe8e4-c02f-43ed-b57b-d7acba1986bf,Epibulus eel,https://collections.nmnh.si.edu/media/?i=11911959,Prey,Eel-like Fish
ld1-1643412988961-1643412993093-0,Apogon cf. crassiceps,-21.7819,-138.886,2,Pacific Ocean,http://n2t.net/ark:/65665/3f26adf16-62b2-4a34-87f0-e1c5625be09c,Apogon dragonet,https://collections.nmnh.si.edu/media/?i=10332753,Prey,Others
ld1-1643412988961-1643413008095-0,Ariosoma,-21.8,-154.7,1,Pacific Ocean,http://n2t.net/ark:/65665/33d05edf4-a511-4d49-aa52-ef5eca563a58,Ariosoma fish,https://collections.nmnh.si.edu/media/?i=10940975,Predator,Others
ld1-1643412988961-1643413007747-0,Chromis xanthura,-23.3828,-149.549,14,Pacific Ocean,http://n2t.net/ark:/65665/3285182fd-feec-48e9-95e2-b74c61923f09,Chromis fish,https://collections.nmnh.si.edu/media/?i=10940869,Prey,Others
ld1-1643412988961-1643413020178-0,Eviota infulata,-16.4943,-154.703,3,Pacific Ocean,http://n2t.net/ark:/65665/3f4c027d8-28c2-4e41-b4c5-205d75852fa6,Eviota perch,https://collections.nmnh.si.edu/media/?i=11928120,Prey,Others
ld1-1643412988961-1643412993703-0,Entomacrodus sealei,-21.87,-138.887,16,Pacific Ocean,http://n2t.net/ark:/65665/3d2d3eecd-8e8f-4af8-bf69-8dd81b4eb257,Entomacrodus snapper,https://collections.nmnh.si.edu/media/?i=10332931,Others,Pelagic Fish
ld1-1643412988961-1643412993705-0,Norfolkia thomasi,-21.87,-138.887,16,Pacific Ocean,http://n2t.net/ark:/65665/3a2fc7a5c-8eaa-45ce-8b59-120674ef40ea,Norfolkia goby,https://collections.nmnh.si.edu/media/?i=10332935,Prey,Reef Fish
ld1-1643412988961-1643412993701-0,Priolepis squamogena Winterbottom & Burridge,-21.8506,-138.887,1,Pacific Ocean,http://n2t.net/ark:/65665/3de42ed1f-e6fc-4a2a-8434-f547b80d62e4,Priolepis perch,https://collections.nmnh.si.edu/media/?i=10332922,Prey,Others
ld1-1643412988961-1643412990661-0,Acanthurus monroviae,16.75,-22.8733,51,Atlantic Ocean,http://n2t.net/ark:/65665/3266afe63-2f69-4853-99cd-7cafafd4f4bc,Acanthurus goby,https://collections.nmnh.si.edu/media/?i=10146154,Others,Reef Fish
ld1-1643412988961-1643412996089-0,Chaetodon capistratus,11.1558,-60.8422,7,Atlantic Ocean,http://n2t.net/ark:/65665/322686c0f-422c-4936-a473-2914f748db6f,Chaetodon dragonet,https://collections.nmnh.si.edu/media/?i=10392230,Others,Others
ld1-1643412988961-1643412995846-0,Haemulon carbonarium,21.5374,-71.4801,3,Atlantic Ocean,http://n2t.net/ark:/65665/3d4407069-53e3-442f-8955-cc19bfacf8f1,Haemulon eel,https://collections.nmnh.si.edu/media/?i=10910622,Prey,Eel-like Fish
ld1-1643412988961-1643412992883-1,Uropterygius cf. alboguttatus,-8.92844,-140.225,30,Pacific Ocean,http://n2t.net/ark:/65665/3576928fa-762e-4bfd-8abe-c5d6b46fb3d6,Uropterygius dragonet,https://collections.nmnh.si.edu/media/?i=10248881,Predator,Others
ld1-1643412988961-1643412991187-0,Platybelone argalus,12.0773,-68.8798,3,Atlantic Ocean,http://n2t.net/ark:/65665/368f261db-1ec0-4327-a86c-323b2b87f2aa,Platybelone fish,https://collections.nmnh.si.edu/media/?i=10163863,Predator,Others
ld1-1643412988961-1643412990049-1,Pomacanthidae,16.8021,-88.0817,1,Atlantic Ocean,http://n2t.net/ark:/65665/3de914ffe-f727-419f-b94c-f5958135260e,Pomacanthidae eel,https://collections.nmnh.si.edu/media/?i=10149335,Others,Eel-like Fish
ld1-1643412988961-1643413007501-1,Sargocentron punctatissimum,-23.9122,-147.661,6,Pacific Ocean,http://n2t.net/ark:/65665/3c51bb093-c5a8-4d0e-95cd-419de3e80e56,Sargocentron snapper,https://collections.nmnh.si.edu/media/?i=10940704,Prey,Pelagic Fish
ld1-1643412988961-1643412991208-1,Heteropriacanthus cruentatus,12.0663,-68.8597,11,Atlantic Ocean,http://n2t.net/ark:/65665/35b5da11c-91be-44dc-be45-dfdde7613c57,Heteropriacanthus fish,https://collections.nmnh.si.edu/media/?i=10163695,Predator,Others
ld1-1643412988961-1643412991281-1,Rypticus,12.2529,-69.0364,2,Atlantic Ocean,http://n2t.net/ark:/65665/30d3f0c23-d07d-48f8-8e3d-442ee8538e20,Rypticus wrasse,https://collections.nmnh.si.edu/media/?i=10163941,Predator,Reef Fish
ld1-1643412988961-1643412996086-0,Scorpaena plumieri,11.3217,-60.5496,2,Atlantic Ocean,http://n2t.net/ark:/65665/33f554b65-e548-42ae-829f-af4972d5646f,Scorpaena perch,https://collections.nmnh.si.edu/media/?i=10392215,Predator,Others
ld1-1643412988961-1643412990667-0,Parapercis atlantica ?,16.0325,-23.045,89,Atlantic Ocean,http://n2t.net/ark:/65665/3858885be-f732-447a-9e70-1b8793a6f1f6,Parapercis wrasse,https://collections.nmnh.si.edu/media/?i=10146109,Predator,Reef Fish
ld1-1643412988961-1643412992805-0,Doryrhamphus,-8.92844,-140.225,30,Pacific Ocean,http://n2t.net/ark:/65665/334205b5e-933b-4a67-b19d-d4f46b6c033e,Doryrhamphus fish,https://collections.nmnh.si.edu/media/?i=10248901,Others,Others
ld1-1643412988961-1643412990633-0,Erythrocles monodi,16.7442,-24.6408,64,Atlantic Ocean,http://n2t.net/ark:/65665/30a122177-4fb0-451d-8e47-575e4732a2e1,Erythrocles fish,https://collections.nmnh.si.edu/media/?i=10146179,Prey,Others
ld1-1643412988961-1643413007493-0,Macropharyngodon meleagris,-23.9122,-147.661,6,Pacific Ocean,http://n2t.net/ark:/65665/39725a8e5-64df-4cb1-8d4a-8ca411a25764,Macropharyngodon dragonet,https://collections.nmnh.si.edu/media/?i=10940590,Prey,Others
ld1-1643414195102-1643414252203-0,Ostorhinchus apogonides,-17.5058,-149.857,17,Pacific Ocean,http://n2t.net/ark:/65665/34b1abe29-831c-4f23-95ac-0bc35cbb0b31,Ostorhinchus fish,https://collections.nmnh.si.edu/media/?i=11911911,Prey,Others
ld1-1643414195102-1643414251996-0,Thalassoma amblycephalum,-17.4826,-149.9,30,Pacific Ocean,http://n2t.net/ark:/65665/33d33e373-c40a-4aa3-ba17-b662e8c10816,Thalassoma perch,https://collections.nmnh.si.edu/media/?i=11911910,Prey,Others
ld1-1643414195102-1643414252202-1,Trimma milta Winterbottom,-17.5058,-149.857,17,Pacific Ocean,http://n2t.net/ark:/65665/34bfb8add-80d8-4648-8205-625a907b7fc5,Trimma snapper,https://collections.nmnh.si.edu/media/?i=11911902,Prey,Pelagic Fish
ld1-1643412988961-1643413011475-0,Scorpaenodes minor,-17.4757,-149.847,53,Pacific Ocean,http://n2t.net/ark:/65665/38600517d-5e88-407e-bffb-e699a4387a8e,Scorpaenodes perch,https://collections.nmnh.si.edu/media/?i=12260308,Predator,Others
ld1-1643412988961-1643412992897-0,Gymnapogon,-8.682,-140.602,23,Pacific Ocean,http://n2t.net/ark:/65665/31ec24cd0-2fd9-4a0e-94a4-d51945359d31,Gymnapogon blenny,https://collections.nmnh.si.edu/media/?i=10251055,Prey,Reef Fish
ld1-1643412988961-1643413007809-1,Chaetodon unimaculatus,-23.3828,-149.549,14,Pacific Ocean,http://n2t.net/ark:/65665/3fb8319f1-cb00-4a90-b12b-f75acc6a1357,Chaetodon fish,https://collections.nmnh.si.edu/media/?i=10940836,Others,Others
ld1-1643412988961-1643412995916-0,Holacanthus tricolor,21.4817,-71.5283,18,Atlantic Ocean,http://n2t.net/ark:/65665/328a1ebee-0163-41dc-a72d-8aaf5e3e258f,Holacanthus blenny,https://collections.nmnh.si.edu/media/?i=10910738,Others,Reef Fish
ld1-1643412988961-1643412992818-0,Zapogon evermanni,-8.92844,-140.225,30,Pacific Ocean,http://n2t.net/ark:/65665/3d01df5f7-c973-4498-a67f-5f9b5c23f53c,Zapogon wrasse,https://collections.nmnh.si.edu/media/?i=10248890,Prey,Reef Fish
ld1-1643414195102-1643414252104-1,Bothus mancus,-17.5784,-149.873,0.5,Pacific Ocean,http://n2t.net/ark:/65665/30f85b6d9-202e-4475-9622-b85b7df94c36,Bothus blenny,https://collections.nmnh.si.edu/media/?i=11912069,Others,Reef Fish
ld1-1643414195102-1643414257003-0,Centropyge bispinosa,-17.4916,-149.925,54,Pacific Ocean,http://n2t.net/ark:/65665/31f4732d5-8035-4a76-a6e8-8731eb236729,Centropyge goby,https://collections.nmnh.si.edu/media/?i=12260311,Others,Reef Fish
ld1-1643412988961-1643412992763-1,Scorpaenodes evides,-8.92844,-140.225,30,Pacific Ocean,http://n2t.net/ark:/65665/3efef492e-f597-4b9c-b931-3e60c0227c26,Scorpaenodes blenny,https://collections.nmnh.si.edu/media/?i=10248889,Predator,Reef Fish
ld1-1643414195102-1643414252209-0,Priolepis inhaca,-17.4861,-149.877,10,Pacific Ocean,http://n2t.net/ark:/65665/3634bb498-25ba-444f-994d-94507bf80019,Priolepis dragonet,https://collections.nmnh.si.edu/media/?i=11912051,Prey,Others
ld1-1643412988961-1643412989892-1,Haemulon cf. plumierii,16.8021,-88.0817,1,Atlantic Ocean,http://n2t.net/ark:/65665/3dd188ed1-699e-42f3-845d-928d70f72edf,Haemulon wrasse,https://collections.nmnh.si.edu/media/?i=10149329,Prey,Reef Fish
ld1-1643412988961-1643412996057-0,Sparisoma viride,11.1558,-60.8422,7,Atlantic Ocean,http://n2t.net/ark:/65665/3e9ecd1f1-42ad-4462-bfb7-868f994e7435,Sparisoma goby,https://collections.nmnh.si.edu/media/?i=10392035,Others,Reef Fish
ld1-1643412988961-1643412993719-1,Apogon cf. doryssa Jordan & Seale,-21.87,-138.887,16,Pacific Ocean,http://n2t.net/ark:/65665/31d16ee58-2dd1-42e7-850c-4fc58e5c2a26,Apogon dragonet,https://collections.nmnh.si.edu/media/?i=10332927,Prey,Others
ld1-1643412988961-1643412995969-0,Halichoeres maculipinna,11.2267,-60.7639,2,Atlantic Ocean,http://n2t.net/ark:/65665/3ca0069c7-eba3-4994-9cec-27589ea2c00e,Halichoeres goby,https://collections.nmnh.si.edu/media/?i=10392133,Prey,Reef Fish
ld1-1643412988961-1643412990752-0,Serranus heterurus,15.6683,-23.1875,78,Atlantic Ocean,http://n2t.net/ark:/65665/315688fa8-e608-4cde-bddc-ea7f54f5cb89,Serranus blenny,https://collections.nmnh.si.edu/media/?i=10146056,Predator,Reef Fish
ld1-1643412988961-1643413007737-0,Stegastes nigricans,-23.85,-147.683,11,Pacific Ocean,http://n2t.net/ark:/65665/399c012a7-73fb-445e-b285-678f4c0d6b37,Dusky farmerfish,https://collections.nmnh.si.edu/media/?i=10940618,Prey,Reef Fish
ld1-1643414114157-1643414168354-1,Apogon rubrimacula Randall & Kulbicki,-20.6583,166.383,18,Pacific Ocean,http://n2t.net/ark:/65665/36a5c35d6-9cda-4a80-9f30-ff15a1384c06,Apogon goby,https://collections.nmnh.si.edu/media/?i=12859395,Prey,Reef Fish
ld1-1643412988961-1643412992693-1,Vanderhorstia ornatissima,-21.8386,-138.795,4,Pacific Ocean,http://n2t.net/ark:/65665/330cfb2d4-7430-4c65-9308-2e191e7578d8,Decorated goby,https://collections.nmnh.si.edu/media/?i=10332735,Prey,Reef Fish
ld1-1643412988961-1643412990699-1,Hygophum proximum,14.7967,-24.36,40,Atlantic Ocean,http://n2t.net/ark:/65665/34c844bd0-d87d-4a7f-9bb5-ed2e535b779f,Close lanternfish,https://collections.nmnh.si.edu/media/?i=10145959,Prey,Others
ld1-1643412988961-1643412990749-0,Gempylus serpens,15.2958,-23.6333,33,Atlantic Ocean,http://n2t.net/ark:/65665/39e303bf9-e270-497e-a75c-39a1f6d791fa,Snake mackerel,https://collections.nmnh.si.edu/media/?i=10145966,Predator,Pelagic Fish
ld1-1643412988961-1643412990711-0,Bathypterois,15.1933,-23.45,878,Atlantic Ocean,http://n2t.net/ark:/65665/35d08ddbe-e95b-42c9-a684-733fc78b7e13,Spiderfish,https://collections.nmnh.si.edu/media/?i=10145995,Others,Others
ld1-1643412988961-1643412993802-0,Chromis acares Randall & Swerdloff,-21.8467,-138.96,12,Pacific Ocean,http://n2t.net/ark:/65665/36d248dc1-426c-4022-9d1a-eb3b515988f1,Chromis wrasse,https://collections.nmnh.si.edu/media/?i=10332979,Prey,Reef Fish
ld1-1643413286797-1643413322749-1,Ecsenius dilemma Springer,13.7,120.82,5,Pacific Ocean,http://n2t.net/ark:/65665/3db45a91a-4de7-4109-a752-eb104957b1cf,Ecsenius dragonet,https://collections.nmnh.si.edu/media/?i=5009232,Others,Others
ld1-1643414195102-1643414236970-0,Trimma benjamini Winterbottom,-13.3806,-176.214,29,Pacific Ocean,http://n2t.net/ark:/65665/36de32170-4dd4-42a9-99da-ea7f2776995e,Trimma eel,https://collections.nmnh.si.edu/media/?i=5011818,Prey,Eel-like Fish
ld1-1643414195102-1643414236985-0,Enneapterygius,-13.3847,-176.238,10,Pacific Ocean,http://n2t.net/ark:/65665/3136cf570-ff01-4586-9a60-7b0e551b5050,Triplefin blenny,https://collections.nmnh.si.edu/media/?i=5012137,Prey,Reef Fish
ld1-1643414195102-1643414237030-1,Pleurosicya,-13.3389,-176.203,19,Pacific Ocean,http://n2t.net/ark:/65665/3fa7a04c8-916d-4108-b66f-b4b7620b4c34,Ghost goby,https://collections.nmnh.si.edu/media/?i=5011808,Prey,Reef Fish
ld1-1643414195102-1643414237325-0,Gobiodon rivulatus,-13.3847,-176.238,10,Pacific Ocean,http://n2t.net/ark:/65665/39c329a3f-c49a-472f-becf-9946a42b5d4d,Blue coral goby,https://collections.nmnh.si.edu/media/?i=5012116,Prey,Reef Fish
ld1-1643414195102-1643414236975-0,Gunnellichthys viridescens,-13.3389,-176.203,19,Pacific Ocean,http://n2t.net/ark:/65665/39e766bf9-b7db-464c-90f7-827fdf685dab,Greenworm goby,https://collections.nmnh.si.edu/media/?i=5011806,Prey,Reef Fish
ld1-1643414195102-1643414232545-0,Cercamia eremia,-13.2917,-176.13,20,Pacific Ocean,http://n2t.net/ark:/65665/356aa3580-927c-4d4d-9b48-11aca7a5ab44,Eremia cardinalfish,https://collections.nmnh.si.edu/media/?i=5011953,Prey,Reef Fish
ld1-1643414195102-1643414232603-0,Asterropteryx spinosus,-13.3681,-176.179,9,Pacific Ocean,http://n2t.net/ark:/65665/3ba0d6ca3-0301-4b42-bfeb-6190f8903c9d,Spiny goby,https://collections.nmnh.si.edu/media/?i=5013353,Prey,Reef Fish
ld1-1643414195102-1643414236977-0,Helcogramma chica Rosenblatt,-13.3847,-176.238,10,Pacific Ocean,http://n2t.net/ark:/65665/3f5d4e79f-42a8-4bd7-8823-69960dac9465,Helcogramma snapper,https://collections.nmnh.si.edu/media/?i=5012134,Prey,Pelagic Fish
ld1-1643414195102-1643414232928-0,Pseudamia gelatinosa,-13.3681,-176.179,9,Pacific Ocean,http://n2t.net/ark:/65665/3f5024864-a375-4e4b-b5eb-02852ed44637,Gelatinous cardinalfish,https://collections.nmnh.si.edu/media/?i=5013355,Prey,Reef Fish
ld1-1643414195102-1643414237395-0,Ctenogobiops aurocingulus,-13.2917,-176.13,20,Pacific Ocean,http://n2t.net/ark:/65665/35a8ede71-0d6e-4331-95c5-2644fe969d83,Golden-barred shrimp goby,https://collections.nmnh.si.edu/media/?i=5011959,Prey,Reef Fish
ld1-1643414195102-1643414237492-0,Meiacanthus atrodorsalis,-13.3681,-176.179,9,Pacific Ocean,http://n2t.net/ark:/65665/338a286b2-61dc-48d3-aadc-70fae0e7687d,Black-backed fangblenny,https://collections.nmnh.si.edu/media/?i=5000133,Others,Eel-like Fish
ld1-1643414195102-1643414237361-0,Soleichthys,-13.3778,-176.219,1,Pacific Ocean,http://n2t.net/ark:/65665/396f32ba3-a6fb-4766-a732-923741074cfd,Soleichthys goby,https://collections.nmnh.si.edu/media/?i=5011851,Others,Reef Fish
ld1-1643414195102-1643414232566-1,Taeniamia fucata,-13.2917,-176.13,20,Pacific Ocean,http://n2t.net/ark:/65665/3affb3b85-cdfe-4f58-b0c6-f16f29a31a7c,Striped cardinalfish,https://collections.nmnh.si.edu/media/?i=5011951,Prey,Reef Fish
ld1-1643414195102-1643414237662-0,Paragobiodon echinocephalus,-13.3847,-176.238,10,Pacific Ocean,http://n2t.net/ark:/65665/30228bba3-4d5b-4005-8c8d-ecaaee55c88c,Spiny-headed goby,https://collections.nmnh.si.edu/media/?i=5012142,Prey,Reef Fish
ld1-1643414195102-1643414237395-1,Gymnapogon urospilotus,-13.3778,-176.219,1,Pacific Ocean,http://n2t.net/ark:/65665/31b867839-54b4-43d0-9399-73bf2608a42a,Gymnapogon eel,https://collections.nmnh.si.edu/media/?i=5011844,Prey,Eel-like Fish
ld1-1643414195102-1643414237291-1,Nectamia,-13.3778,-176.219,1,Pacific Ocean,http://n2t.net/ark:/65665/3d07973d2-3534-432d-aef0-af5f7c70fe43,Nectamia eel,https://collections.nmnh.si.edu/media/?i=5011929,Prey,Eel-like Fish
ld1-1643414195102-1643414237512-0,Trimmatom eviotops,-13.3847,-176.238,10,Pacific Ocean,http://n2t.net/ark:/65665/34ccb5038-f2b4-480c-9811-ab6f97f899a6,Small-eyed goby,https://collections.nmnh.si.edu/media/?i=5012117,Prey,Reef Fish
ld1-1643414195102-1643414232412-0,Amblyeleotris guttata,-13.3681,-176.179,9,Pacific Ocean,http://n2t.net/ark:/65665/33d36db1f-9c5c-4d73-9733-2579c2c1ce47,Spotted prawn goby,https://collections.nmnh.si.edu/media/?i=5013351,Prey,Reef Fish
ld1-1643414114157-1643414168207-1,Eviota fasciola Karnella & Lachner,-20.7133,166.4,3,Pacific Ocean,http://n2t.net/ark:/65665/34751e29a-efc3-4a99-a12f-e5b68f03b937,Eviota perch,https://collections.nmnh.si.edu/media/?i=12859401,Prey,Others
